SEQ,접수일,접수시각,장기서비스여부,최초서비스일,전체회차,현재회차,서비스일자,서비스시작시간,서비스종료시간,기존고객여부,결재형태,서비스주소,주거형태,평수,고객가입일,반려동물,부재중여부,우선청소,쿠폰사용여부,매니저생년월일,매니저성별,매니저사용휴대폰,매니저이동방법,근무가능지역,CS교육이수여부,청소교육이수여부,부재중서비스가능여부,추천인여부
T36539,2021-08-13,,1,2021-09-10,4,1,2021-09-10,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2021-09-10,없음,0,화장실,0,1964,0,안드로이드,대중교통,천안/아산,1,1,1,0
T38435,2021-10-05,17:53:21,0,2021-10-08,1,1,2021-10-08,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,30평대,,개,1,,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T45092,2020-03-26,,1,2020-04-09,4,1,2020-04-09,14:00:00,16:00:00,1,가상계좌,서울 용산구,오피스텔/원룸,,2020-04-09,없음,,,0,1970,0,안드로이드,대중교통,서울,0,0,1,0
T44842,2020-04-08,,1,2020-04-17,4,1,2020-04-17,11:00:00,14:00:00,1,무통장입금,서울 영등포구,오피스텔/원룸,,2020-04-17,없음,,,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T41677,2020-08-03,,1,2020-09-10,3,2,2020-09-14,15:00:00,17:00:00,1,무통장입금,서울 용산구,오피스텔/원룸,30평대,2020-04-09,없음,0,,0,1967,0,안드로이드,대중교통,서울,1,1,1,0
T55369,2020-04-08,,1,2020-04-17,4,2,2020-04-22,11:00:00,14:00:00,1,무통장입금,서울 영등포구,오피스텔/원룸,,2020-04-17,없음,,,0,1985,0,,자차,천안/아산,,,1,0
T52839,2020-12-21,,0,2020-12-23,1,1,2020-12-23,14:00:00,17:00:00,0,신용카드,서울 서초구,오피스텔/원룸,10평대,2020-12-23,없음,1,거실,0,1970,0,안드로이드,대중교통,서울,0,0,1,0
T32438,2021-09-16,,1,2021-09-23,4,2,2021-09-30,9:00:00,13:00:00,1,신용카드,서울 동작구,오피스텔/원룸,20평대,2021-06-03,없음,1,베란다,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,1
T52568,2020-12-08,,1,2020-12-16,4,2,2020-12-23,12:00:00,14:00:00,1,신용카드,서울 중랑구,오피스텔/원룸,10평대,2020-11-16,없음,0,화장실,0,1970,0,안드로이드,대중교통,서울,0,0,1,0
T39751,2020-06-04,,1,2020-07-13,4,2,2020-07-20,14:00:00,16:00:00,1,가상계좌,서울 용산구,오피스텔/원룸,30평대,2020-04-09,없음,0,,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T53927,2020-05-01,,1,2020-05-06,4,1,2020-05-06,14:00:00,16:00:00,1,가상계좌,서울 용산구,오피스텔/원룸,,2020-04-09,,,,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T30879,2020-08-03,,1,2020-09-10,3,2,2020-09-14,15:00:00,17:00:00,1,무통장입금,서울 용산구,오피스텔/원룸,30평대,2020-04-09,없음,0,,0,1970,0,안드로이드,대중교통,서울,0,0,1,0
T52122,2021-11-04,14:54:22,1,2021-11-10,4,1,2021-11-10,11:00:00,13:00:00,1,신용카드,서울 용산구,오피스텔/원룸,10평대,,없음,0,방,0,1970,0,안드로이드,대중교통,서울,0,0,1,0
T32479,2020-08-26,,1,2020-09-02,4,2,2020-09-09,11:00:00,14:00:00,1,무통장입금,서울 영등포구,오피스텔/원룸,10평대,2020-04-17,없음,0,방,0,1967,0,안드로이드,대중교통,서울,1,1,1,0
T57724,2021-09-29,16:40:17,0,2021-10-06,1,1,2021-10-06,11:00:00,13:00:00,1,신용카드,서울 강남구,오피스텔/원룸,10평대,,없음,1,화장실,0,1955,0,안드로이드,대중교통,기타,1,1,1,0
T42329,2020-10-29,,1,2020-11-05,4,1,2020-11-05,14:00:00,16:00:00,1,신용카드,부산 해운대구,오피스텔/원룸,10평대,2020-06-22,없음,0,화장실,0,1972,0,,,부산,,,1,0
T52029,2020-11-26,,1,2020-11-30,4,2,2020-12-02,9:00:00,11:00:00,1,신용카드,부산 해운대구,오피스텔/원룸,10평대,2020-06-22,없음,0,화장실,0,1973,0,안드로이드,대중교통,부산,1,1,1,0
T39968,2020-10-29,,1,2020-11-05,4,1,2020-11-05,14:00:00,16:00:00,1,신용카드,부산 해운대구,오피스텔/원룸,10평대,2020-06-22,없음,0,화장실,0,1973,0,안드로이드,대중교통,부산,1,1,1,0
T41532,2020-11-26,,1,2020-11-30,4,2,2020-12-02,9:00:00,11:00:00,1,신용카드,부산 해운대구,오피스텔/원룸,10평대,2020-06-22,없음,0,화장실,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T50147,2020-10-29,,1,2020-11-05,4,1,2020-11-05,14:00:00,16:00:00,1,신용카드,부산 해운대구,오피스텔/원룸,10평대,2020-06-22,없음,0,화장실,0,1976,0,안드로이드,대중교통,천안/아산,1,1,1,0
T31355,2020-11-26,,1,2020-11-30,4,2,2020-12-02,9:00:00,11:00:00,1,신용카드,부산 해운대구,오피스텔/원룸,10평대,2020-06-22,없음,0,화장실,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T52825,2020-10-29,,1,2020-11-05,4,2,2020-11-12,14:00:00,16:00:00,1,신용카드,부산 해운대구,오피스텔/원룸,10평대,2020-06-22,없음,0,화장실,0,1973,0,안드로이드,대중교통,부산,1,1,1,0
T44827,2021-11-01,12:50:28,0,2021-11-02,1,1,2021-11-02,9:00:00,13:00:00,0,가상계좌,부산 부산진구,오피스텔/원룸,10평대,,개,0,,0,1970,0,안드로이드,대중교통,부산,1,1,1,0
T53269,2020-11-25,,1,2020-12-04,5,3,2020-12-18,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2020-12-04,개,0,화장실,0,1971,0,안드로이드,대중교통,천안/아산,1,1,1,0
T31693,2021-03-31,12:22:02,1,2021-04-09,4,1,2021-04-09,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2019-10-04,없음,0,화장실,1,1966,0,안드로이드,대중교통,기타,1,1,1,0
T31170,2019-08-09,,0,2019-08-14,1,1,2019-08-14,14:00:00,18:00:00,1,무통장입금,충남 천안시,일반주택,,2019-05-02,없음,,,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T48579,2019-05-03,,1,2019-05-17,4,2,2019-05-24,14:00:00,18:00:00,0,무통장입금,충남 천안시,일반주택,,2019-05-17,,,,0,1966,0,안드로이드,자차,광주,1,1,1,0
T47065,2019-07-16,,1,2019-07-22,10,4,2019-08-26,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,,2019-06-10,없음,,,0,1976,0,,자차,천안/아산,,,1,0
T33053,2019-06-17,,1,2019-06-20,4,4,2019-07-11,9:00:00,13:00:00,0,무통장입금,충남 아산시,일반주택,,2019-06-20,,,,0,1970,0,안드로이드,대중교통,서울,0,0,1,0
T44896,2020-10-23,,1,2020-11-06,3,3,2020-11-27,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,30평대,2020-02-14,없음,1,화장실,0,1964,0,기타,자차,천안/아산,0,0,0,0
T36582,2020-06-08,,1,2020-06-12,6,2,2020-06-15,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2020-05-04,없음,,,0,1969,0,안드로이드,대중교통,기타,0,0,1,0
T35854,2019-07-23,,1,2019-07-31,4,3,2019-08-14,14:00:00,18:00:00,0,신용카드,충남 천안시,일반주택,,2019-07-31,없음,,,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T53156,2021-06-01,,1,2021-06-04,8,7,2021-06-25,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-06-23,없음,0,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T50506,2019-09-20,,1,2019-09-24,4,4,2019-10-15,14:00:00,18:00:00,0,가상계좌,충남 천안시,일반주택,,2019-09-24,없음,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T42144,2021-07-27,22:19:37,0,2021-07-30,1,1,2021-07-30,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2021-07-30,없음,0,화장실,0,1959,0,안드로이드,자차,천안/아산,0,1,1,0
T38626,2019-11-29,,1,2019-12-03,6,4,2019-12-13,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,,2019-10-25,없음,,,1,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T43770,2021-04-22,,1,2021-05-06,4,1,2021-05-06,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2021-05-06,없음,1,화장실,0,1976,0,,자차,천안/아산,,,1,0
T46897,2021-08-25,,1,2021-09-08,4,1,2021-09-08,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-09-11,없음,1,화장실,0,1984,0,안드로이드,대중교통,천안/아산,0,0,1,0
T53491,2019-05-08,,1,2019-05-22,4,3,2019-06-12,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-04-17,,,,0,1964,0,안드로이드,대중교통,서울,1,1,1,0
T43810,2020-07-22,,1,2020-09-03,4,1,2020-09-03,9:00:00,13:00:00,0,신용카드,충남 천안시,일반주택,40평대이상,2020-09-03,없음,0,화장실,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T58037,2020-12-04,,1,2020-12-10,4,2,2020-12-17,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-11-12,없음,1,화장실,0,1959,0,안드로이드,자차,천안/아산,0,0,1,0
T31831,2019-07-02,,1,2019-07-11,4,4,2019-08-01,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-04-11,,,,0,1967,0,안드로이드,자차,천안/아산,1,1,1,0
T56118,2019-12-04,,1,2019-12-07,4,3,2019-12-21,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,,2019-12-07,없음,,,1,1955,0,안드로이드,대중교통,기타,0,0,1,0
T30883,2020-11-05,,1,2020-11-12,4,2,2020-11-19,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-11-12,없음,1,화장실,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T54546,2021-10-01,19:50:11,1,2021-10-07,5,4,2021-10-28,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,30평대,2019-06-25,없음,0,주방,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T38335,2020-12-28,,1,2021-01-12,4,2,2021-01-26,9:00:00,13:00:00,1,가상계좌,충남 천안시,일반주택,40평대이상,2019-08-30,없음,0,방,0,1961,0,,대중교통,부산,,,1,0
T42955,2020-11-22,,1,2020-11-27,5,2,2020-12-04,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-08-14,없음,0,거실,0,1968,0,,대중교통,천안/아산,,,0,0
T41615,2020-05-21,,1,2020-05-28,4,1,2020-05-28,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2019-04-11,없음,0,방,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T33659,2019-04-15,,1,2019-04-22,4,1,2019-04-22,9:00:00,13:00:00,0,무통장입금,충남 천안시,일반주택,,2019-04-22,,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T50108,2021-07-05,,1,2021-07-06,4,3,2021-07-20,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2019-08-06,개,0,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T44189,2019-05-31,,1,2019-06-04,4,1,2019-06-04,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-05-27,,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T40369,2019-10-11,,1,2019-10-14,6,1,2019-10-14,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-09-30,없음,,,0,1974,0,안드로이드,자차,천안/아산,1,1,1,0
T34019,2020-11-16,,1,2020-11-30,4,1,2020-11-30,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,20평대,2020-01-16,개,1,주방,0,1964,0,기타,자차,천안/아산,0,0,0,0
T46134,2019-07-11,,1,2019-07-18,4,3,2019-08-01,9:00:00,13:00:00,1,무통장입금,충남 아산시,일반주택,,2019-06-20,,,,0,1966,0,기타,대중교통,광주,0,0,1,0
T36305,2021-05-26,,1,2021-06-02,4,1,2021-06-02,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-11-04,없음,0,방,0,1960,0,ios,대중교통,부산,1,1,1,0
T45912,2019-06-28,,1,2019-07-02,4,3,2019-07-16,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,,2019-06-28,,,,0,1983,0,안드로이드,대중교통,천안/아산,1,1,1,0
T38166,2021-09-27,13:46:05,1,2021-10-06,9,1,2021-10-06,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,30평대,2020-12-23,없음,1,화장실,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T32138,2020-10-12,,1,2020-10-14,4,4,2020-10-27,9:00:00,13:00:00,0,무통장입금,충남 천안시,일반주택,40평대이상,2020-10-14,없음,0,방,0,1966,0,안드로이드,대중교통,천안/아산,0,0,1,0
T54772,2021-09-15,14:45:38,1,2021-09-29,4,2,2021-10-06,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,20평대,2021-08-16,없음,0,방,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T41753,2019-08-01,,1,2019-08-15,4,3,2019-08-29,9:00:00,11:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-04-19,없음,,,0,1968,0,,대중교통,천안/아산,,,0,0
T51353,2019-07-03,,1,2019-07-10,4,2,2019-07-17,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T38136,2019-08-19,,1,2019-09-04,9,2,2019-09-09,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T49215,2020-01-02,,1,2020-02-05,4,3,2020-02-19,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1971,0,안드로이드,대중교통,천안/아산,1,1,1,0
T48835,2019-08-19,,1,2019-09-04,9,1,2019-09-04,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1955,0,안드로이드,대중교통,기타,0,0,1,0
T40310,2021-04-30,,1,2021-05-03,8,2,2021-05-12,14:00:00,16:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,20평대,2021-04-07,없음,0,주방,0,1964,0,기타,자차,천안/아산,0,0,0,0
T46529,2021-07-06,,1,2021-07-13,4,2,2021-07-20,9:00:00,13:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2020-06-23,없음,0,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T35116,2021-09-17,,1,2021-09-30,4,2,2021-10-14,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,30평대,2020-10-19,개,0,,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T32810,2019-12-31,,0,2020-01-02,1,1,2020-01-02,9:00:00,13:00:00,1,무통장입금,충남 아산시,일반주택,,2019-08-13,,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T48572,2020-06-17,,1,2020-06-24,6,2,2020-07-01,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-01-02,없음,0,방,1,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T42088,2019-07-26,,1,2019-08-01,4,2,2019-08-08,14:00:00,18:00:00,0,신용카드,충남 천안시,일반주택,,2019-08-01,없음,,,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T54725,2019-07-09,,1,2019-07-15,3,1,2019-07-15,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-04-22,,,,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T35936,2019-09-19,,1,2019-09-30,4,1,2019-09-30,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,,2019-09-30,없음,,,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T50502,2021-06-02,,1,2021-06-08,4,1,2021-06-08,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2019-08-06,개,0,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T52485,2021-08-26,13:46:03,1,2021-09-16,7,7,2021-10-28,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2021-07-29,고양이,1,주방,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T39907,2021-02-05,,1,2021-02-19,4,2,2021-02-26,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-10-19,없음,0,화장실,0,1968,0,,대중교통,천안/아산,,,0,0
T52110,2021-03-05,11:51:51,0,2021-03-08,1,1,2021-03-08,9:00:00,13:00:00,0,신용카드,충남 천안시,일반주택,30평대,2021-03-08,개,0,주방,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T55333,2020-12-23,,1,2020-12-30,4,1,2020-12-30,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2019-12-17,기타,0,방,0,1955,0,안드로이드,대중교통,기타,0,0,1,0
T45216,2021-09-27,13:46:05,1,2021-10-06,9,3,2021-10-20,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,30평대,2020-12-23,없음,1,화장실,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T50986,2019-07-08,,0,2019-07-11,1,1,2019-07-11,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-17,,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T40928,2021-03-11,11:09:13,1,2021-03-16,4,2,2021-03-23,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,30평대,2019-05-23,없음,0,화장실,1,1966,0,안드로이드,대중교통,기타,1,1,1,0
T41270,2019-09-20,,1,2019-10-04,4,1,2019-10-04,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-04-11,없음,,,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T30186,2021-06-09,,1,2021-06-15,4,1,2021-06-15,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,30평대,2021-05-22,고양이,0,거실,0,1964,0,기타,자차,천안/아산,0,0,0,0
T41231,2019-09-20,,1,2019-10-04,4,1,2019-10-04,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-04-11,없음,,,0,1976,0,안드로이드,대중교통,천안/아산,1,1,1,0
T48445,2020-01-21,,1,2020-01-28,4,2,2020-02-04,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-09-20,없음,,,1,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T44314,2020-09-01,,1,2020-09-15,5,3,2020-10-13,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-02-04,없음,0,방,1,1969,0,안드로이드,대중교통,서울,0,0,1,0
T46647,2019-04-15,,1,2019-04-22,4,2,2019-04-29,9:00:00,13:00:00,0,무통장입금,충남 천안시,일반주택,,2019-04-22,,,,0,1971,0,안드로이드,대중교통,천안/아산,1,1,1,0
T57311,2021-05-06,19:21:36,1,2021-05-10,4,2,2021-05-17,9:00:00,13:00:00,0,신용카드,충남 천안시,일반주택,30평대,2021-05-17,없음,0,화장실,0,1966,0,안드로이드,자차,기타,0,0,1,0
T55997,2019-07-23,,1,2019-07-29,8,8,2019-08-14,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-07-17,기타,,,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T47205,2019-06-27,,1,2019-07-04,4,3,2019-07-19,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,,2019-07-01,,,,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T43531,2019-09-26,,1,2019-10-04,4,4,2019-10-24,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-08-01,없음,,,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T43223,2021-09-13,,1,2021-09-27,5,2,2021-10-11,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2021-09-27,개,1,주방,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T38527,2020-11-08,,1,2020-11-16,4,3,2020-11-30,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2020-10-19,없음,0,,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T42902,2021-04-30,,1,2021-05-03,8,2,2021-05-12,14:00:00,16:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,20평대,2021-04-07,없음,0,주방,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T46090,2019-09-05,,1,2019-09-19,4,4,2019-10-10,11:00:00,13:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-04-19,없음,,,0,1968,0,,대중교통,천안/아산,,,0,0
T45434,2019-08-26,,1,2019-08-30,4,2,2019-09-06,14:00:00,17:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-08-24,없음,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T48848,2021-04-30,,1,2021-05-03,8,4,2021-05-17,14:00:00,16:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,20평대,2021-04-07,없음,0,주방,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T57669,2020-11-08,,1,2020-11-16,4,2,2020-11-23,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2020-10-19,없음,0,,0,1966,0,기타,대중교통,광주,0,0,1,0
T37512,2019-09-05,,1,2019-09-19,4,3,2019-10-03,11:00:00,13:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-04-19,없음,,,0,1968,0,,대중교통,천안/아산,,,0,0
T56585,2021-05-18,17:47:06,0,2021-05-21,1,1,2021-05-21,9:00:00,11:00:00,1,신용카드,충남 천안시,오피스텔/원룸,10평대,2021-03-12,없음,1,거실,0,1955,0,안드로이드,대중교통,기타,0,0,1,0
T38831,2019-06-04,,1,2019-06-12,4,2,2019-06-19,16:00:00,19:00:00,0,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,,,,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T52892,2021-10-12,18:38:24,0,2021-10-14,1,1,2021-10-14,9:00:00,13:00:00,1,가상계좌,충남 천안시,오피스텔/원룸,10평대,2020-09-03,없음,0,거실,0,1979,0,안드로이드,대중교통,천안/아산,1,1,1,1
T50483,2019-08-08,,0,2019-08-12,1,1,2019-08-12,14:00:00,17:00:00,0,신용카드,강원 원주시,오피스텔/원룸,,2019-08-12,없음,,,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T54579,2021-05-03,,1,2021-05-10,4,2,2021-05-24,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1978,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T54830,2021-01-27,,1,2021-02-03,4,1,2021-02-03,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1967,0,,,서울,,,1,0
T52260,2021-05-03,,1,2021-05-10,4,2,2021-05-24,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,1
T49682,2021-09-13,,1,2021-09-16,4,1,2021-09-16,9:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,30평대,2021-08-19,없음,0,거실,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T47716,2020-10-28,,1,2020-11-04,4,4,2020-11-25,16:00:00,18:00:00,1,신용카드,강원 원주시,오피스텔/원룸,20평대,2020-11-25,고양이,1,거실,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T56426,2021-01-05,11:11:15,1,2021-01-06,4,2,2021-01-13,16:00:00,18:00:00,1,신용카드,강원 원주시,오피스텔/원룸,20평대,2020-11-25,고양이,1,거실,0,1966,0,기타,대중교통,광주,0,0,1,0
T38181,2020-10-28,,1,2020-11-04,4,4,2020-11-25,16:00:00,18:00:00,1,신용카드,강원 원주시,오피스텔/원룸,20평대,2020-11-25,고양이,1,거실,0,1979,0,안드로이드,자차,기타,0,0,1,0
T35563,2019-10-01,,0,2019-10-03,1,1,2019-10-03,13:00:00,16:00:00,1,신용카드,강원 원주시,오피스텔/원룸,,2019-08-12,없음,,,0,1953,0,안드로이드,대중교통,원주/춘천,1,1,0,0
T52196,2020-05-19,,1,2020-05-22,4,1,2020-05-22,11:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-22,없음,1,,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T36016,2021-08-18,,1,2021-08-24,4,1,2021-08-24,9:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,30평대,2021-08-19,없음,0,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T49371,2021-09-13,,1,2021-09-16,4,1,2021-09-16,9:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,30평대,2021-08-19,없음,0,거실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T44018,2020-06-22,,0,2020-06-25,1,1,2020-06-25,9:00:00,18:00:00,0,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-06-25,없음,1,주방,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T37720,2020-11-05,,1,2020-11-12,4,1,2020-11-12,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-11-12,없음,1,화장실,0,1964,0,기타,자차,천안/아산,0,0,0,0
T56307,2019-05-03,,1,2019-05-17,4,4,2019-06-14,14:00:00,18:00:00,0,무통장입금,충남 천안시,일반주택,,2019-05-17,,,,0,1956,0,안드로이드,대중교통,서울,0,0,1,0
T54567,2021-07-26,,1,2021-08-02,4,1,2021-08-02,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2021-06-28,없음,0,주방,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T55553,2019-07-17,,1,2019-07-19,2,1,2019-07-19,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-05-11,없음,,,0,1964,0,기타,자차,천안/아산,0,0,0,0
T35572,2019-11-29,,1,2019-12-03,6,1,2019-12-03,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,,2019-10-25,없음,,,1,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T50532,2021-10-20,,1,2021-10-27,4,1,2021-10-27,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2021-07-30,없음,0,주방,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T36850,2020-06-15,,1,2020-06-26,4,1,2020-06-26,9:00:00,13:00:00,1,무통장입금,충남 아산시,일반주택,30평대,2020-02-10,없음,0,방,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T32650,2019-08-27,,1,2019-09-03,4,4,2019-09-24,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-21,없음,,,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
